-41.1106	0.992195	0.669161
-65.1838	0.927665	0.540003
-74.8224	0.636856	0.146775
-74.7357	0.658538	0.152464
-74.6813	0.701606	0.20603
-74.6896	0.675578	0.213052
-74.7623	0.64543	0.208281
-75.3464	0.618149	0.152996
-76.3461	0.550826	0.131299
-76.5688	0.548746	0.0865737
-77.2017	0.498085	0.158178
-77.4258	0.433757	0.103827
-77.1252	0.460245	0.134598
-76.7328	0.49071	0.119459
-75.5416	0.597698	0.131172
-74.3295	0.693068	0.151931
-73.0537	0.713878	0.267622
-72.039	0.737973	0.260785
-70.5743	0.772731	0.127011
-68.7324	0.807132	0.213341
-67.7157	0.807052	0.256297
-67.448	0.792298	0.354004
-66.2467	0.809773	0.297186
-65.6707	0.828888	0.307969
-66.5497	0.816091	0.300876
-67.9893	0.792227	0.230507
-69.9899	0.800214	0.158005
-71.6786	0.794224	0.194535
-71.1877	0.810222	0.242746
-70.6963	0.826552	0.257339
-71.778	0.738038	0.29291
-72.2212	0.615645	0.17517
-70.8925	0.641459	0.24828
-70.7813	0.573871	0.117881
-72.8269	0.534611	0.162074
-73.9035	0.725633	0.182772
-73.2018	0.771891	0.334782
-56.7041	0.446301	0.325091
-32.917	0.908585	0.382956
-27.8295	0.924677	0.357348
-27.2255	0.918438	0.49461
-28.1039	0.907782	0.682379
-27.3276	0.930594	0.792021
-28.3938	0.945902	0.796982
-34.0157	0.943281	0.468576
-51.6998	0.987694	0.659904
-36.1495	0.496655	0.338362
-28.1428	-0.228905	0.195421
-26.7589	0.00670644	0.23145
-24.0629	0.883458	0.759243
-20.5015	0.963536	0.858619
-18.2778	0.965608	0.880977
-17.8222	0.963201	0.883384
-19.5066	0.954801	0.858083
-21.9627	0.95368	0.865205
-24.1237	0.942219	0.837517
-27.4358	0.929305	0.740837
-32.36	0.90986	0.631869
-43.2814	0.985848	0.586594
-49.4752	0.975743	0.510742
-60.2056	0.899563	0.271926
-55.9329	0.895106	0.0905372
-54.7693	0.920782	0.138814
-51.3491	0.980355	0.398245
-44.3932	0.989986	0.591491
-41.4065	0.988385	0.598693
-36.9311	0.979648	0.734577
-29.4583	0.968088	0.775122
-25.5709	0.973812	0.875551
-24.4095	0.969703	0.839883
-24.1426	0.962204	0.860069
-24.6165	0.965912	0.862703
-27.5183	0.960224	0.8166
-32.2186	0.984111	0.728009
-33.7002	0.992156	0.849026
-36.5182	0.992078	0.776685
-42.9794	0.991379	0.470866
-62.0877	0.951133	0.264158
-70.3083	0.868236	0.204086
-71.2068	0.853038	0.279721
-72.5276	0.817884	0.13317
-38.445	0.311777	0.135275
-35.2742	0.0693917	0.151748
-35.933	-0.320847	0.124935
-36.734	-0.529671	0.15456
-36.5702	-0.582335	0.0986785
-35.9841	-0.699577	0.140824
-34.2417	-0.749562	0.199452
-33.2853	-0.728367	0.154166
-34.2181	-0.638091	0.20686
-38.3171	-0.506682	0.162134
-53.7579	0.597503	0.125691
-61.8061	0.753887	0.0768031
-45.2363	0.816901	0.172113
-30.249	0.970839	0.59488
-25.678	0.972567	0.714688
-23.8533	0.966457	0.871743
-24.9323	0.966667	0.843396
-29.3238	0.973229	0.713207
-32.0139	0.994027	0.829851
-31.3398	0.995396	0.859752
-31.1994	0.995718	0.857474
-31.214	0.994546	0.85964
-31.3495	0.994367	0.863387
-31.8892	0.994673	0.860246
-32.3984	0.994477	0.862612
-32.6618	0.992383	0.844997
-31.2779	0.988604	0.783608
-27.464	0.981072	0.84594
-24.953	0.981508	0.86942
-23.9275	0.977979	0.8702
-23.6042	0.979084	0.864972
-23.6944	0.982303	0.865681
-24.8319	0.980627	0.87687
-28.9935	0.98034	0.767977
-42.5708	0.850707	0.502984
-49.6927	-0.326096	0.185891
-48.4271	-0.326812	0.16933
-42.8286	0.746421	0.30479
-35.6741	0.97477	0.706227
-33.2842	0.991427	0.795068
-33.1062	0.995201	0.870813
-33.9545	0.99633	0.871835
-37.2429	0.992615	0.83775
-44.5155	0.989832	0.60212
-36.0766	0.641475	0.358721
-33.6212	0.558731	0.208665
-35.486	0.532223	0.259678
-38.8507	0.717179	0.160959
-41.3359	0.810599	0.17538
-42.4959	0.872659	0.209474
-32.5241	0.974888	0.660901
-28.0459	0.949206	0.727472
-26.3117	0.933807	0.767061
-26.8536	0.94052	0.846837
-29.9247	0.959188	0.772168
-32.1791	0.994144	0.844306
-31.6806	0.995432	0.860149
-32.0117	0.995672	0.863164
-33.915	0.996241	0.867476
-39.0429	0.988135	0.664682
-43.1576	0.685869	0.188471
-33.5669	0.0509934	0.195747
-30.2031	-0.0621006	0.127275
-31.3631	0.0158728	0.164448
-36.7425	0.353495	0.345415
-42.7971	0.377095	0.205745
-46.7402	0.771706	0.330975
-65.4346	0.760121	0.0543819
-71.7342	0.833669	0.270438
-74.9565	0.623384	0.14462
-76.0101	0.565129	0.15528
-41.274	0.836373	0.249453
-37.513	0.862278	0.276405
-34.2785	0.909483	0.467618
-31.127	0.936322	0.6431
-30.0433	0.945208	0.80693
-28.6025	0.940139	0.775328
-26.1784	0.938358	0.791331
-25.0298	0.936954	0.827773
-25.5666	0.943229	0.81986
-26.5282	0.949061	0.818153
-27.3501	0.950142	0.823861
-27.9131	0.959264	0.807332
-27.9903	0.962432	0.829863
-28.7231	0.968226	0.834065
-29.5466	0.976305	0.826187
-30.5094	0.979379	0.832472
-31.6147	0.98688	0.835788
-32.6719	0.988594	0.83208
-34.2934	0.992502	0.840428
-35.2809	0.994322	0.775593
-35.0153	0.995592	0.850039
-34.9037	0.995672	0.83695
-34.9534	0.99613	0.844856
-35.3111	0.995725	0.843152
-35.8155	0.994911	0.831317
-36.6819	0.996262	0.833525
-38.6499	0.99343	0.844128
-41.1976	0.982446	0.786759
-44.9989	0.94847	0.695275
-45.9244	-0.536133	0.188807
-42.1898	-0.78529	0.205997
-41.3828	-0.772002	0.142608
-41.9113	-0.73585	0.190891
-41.3586	-0.752793	0.229939
-42.145	-0.741918	0.195041
-45.0902	-0.649445	0.159872
-48.3428	-0.578617	0.159008
-57.3011	-0.284793	0.187516
-65.0459	0.576369	0.252726
-69.8148	0.878332	0.422165
-73.1797	0.791026	0.364848
-75.8206	0.603617	0.180314
-77.0398	0.45937	0.173824
-77.1392	0.477147	0.149088
-77.5809	0.417519	0.181948
-76.9228	0.458617	0.285365
